5.039355266049052500e-04,2.173077081002899175e-02,7.093186188187148179e-04,6.147258021958069973e-03
5.103090254921618983e-04,2.121327880142939021e-02,7.501972512793295654e-04,6.270793028175830792e-03
4.820838952675843628e-04,2.081748326400331348e-02,7.054132209824663787e-04,6.246580015413645028e-03
4.998314843484849904e-04,2.043348836660799014e-02,6.864765658974647305e-04,6.140626748233582455e-03
5.077096362802998924e-04,2.100614122056198782e-02,7.160295961639988891e-04,nan
4.207355901598930576e-04,1.756839657224021703e-02,6.090073353227446742e-04,5.554489170511563330e-03
3.873788212475023657e-04,1.770968943213423186e-02,5.605360021508192783e-04,5.403463265637337490e-03
3.824156432972390359e-04,1.620203536550592766e-02,nan,nan
3.475381527096033096e-04,1.587405394967816158e-02,5.342881195247173309e-04,5.383847350323641388e-03
4.013091087194499223e-04,1.662634123137898129e-02,5.775989549610899363e-04,5.385149826978995365e-03
4.122899109987836078e-04,1.637193583315465356e-02,6.027124105737759717e-04,nan
nan,nan,nan,nan
6.968319270904962471e-04,2.582491823257162047e-02,9.275045799645217220e-04,8.167016501459529315e-03
7.280187300321730405e-04,2.852155770673308124e-02,9.550167191209214942e-04,7.920160669494758984e-03
7.439050954622281834e-04,2.764873944967985095e-02,1.034144586061730041e-03,8.467586894690150995e-03
7.374400340087779041e-04,2.782043330055677249e-02,9.598921215723431799e-04,8.038380087759250739e-03
7.528867876238149381e-04,2.789047552893559115e-02,1.074828082122481886e-03,8.430027764509705202e-03
7.380498076478640137e-04,2.940566475525146356e-02,1.035998971696863811e-03,8.618908690718504739e-03
6.704901325258802837e-04,2.831601356488785623e-02,9.826001926110340332e-04,8.443099912256002426e-03
7.701323127313967464e-04,2.799826671712492623e-02,1.050934498198330359e-03,8.724297950360572138e-03
7.009103321112119134e-04,2.896624989807605743e-02,1.015394360625318211e-03,8.560735071378370101e-03
6.899506090179322688e-04,2.693200117597977297e-02,9.070260139803092191e-04,7.878092951627809273e-03
8.583908337493274983e-04,2.794314649972048578e-02,1.054109266862786982e-03,8.670348564491552057e-03
7.322194593909539789e-04,2.622726430288619542e-02,1.040244624018669050e-03,8.841846371069550514e-03
7.311834549877495662e-04,2.834479638667249113e-02,9.111689525793810040e-04,8.711488917469978333e-03
8.113562827929854827e-04,2.888599420721466374e-02,1.075002567275710813e-03,8.842984891750595156e-03
7.477850813568730041e-04,2.908634855034383446e-02,1.033169827358403590e-03,8.556401951125626112e-03
7.450559821266394562e-04,2.752735774096065277e-02,9.598626214004045681e-04,nan
7.508963534838698078e-04,2.850710917400182606e-02,1.024036849962501943e-03,8.524961512664267979e-03
7.584334040681520736e-04,2.942911964640313599e-02,1.023711887403176398e-03,8.842148175784226780e-03
8.124055043942686330e-04,2.876702586517614416e-02,9.673915941406179518e-04,8.394931296251066655e-03
7.248832449569540858e-04,2.763601696891028817e-02,1.036231040156313258e-03,8.605021703988312981e-03
7.217051263185257377e-04,2.812585357226367669e-02,9.969383139501917460e-04,8.614296073767733694e-03
7.347900142765933932e-04,2.786483097539729434e-02,9.548442231284247480e-04,8.298181040191102142e-03
7.570472545921802954e-04,2.887526759628784162e-02,1.063900970159068968e-03,8.342980326776452960e-03
7.375795462161954634e-04,2.906202717738992983e-02,1.144218198859538876e-03,8.577519310090471125e-03
nan,nan,nan,nan
7.401656878825563484e-04,2.779037791599587789e-02,9.349332275715740949e-04,8.024304498766744384e-03
7.750748353468817813e-04,2.797497477955543030e-02,1.010642243692508194e-03,8.703557630809389753e-03
7.618677403245653797e-04,2.786754330685525458e-02,1.023550793020562653e-03,8.520195302976802873e-03
7.699218159854012266e-04,2.960431024548597703e-02,1.031830920768317785e-03,8.494646650263303067e-03
7.733391719547347970e-04,2.970347172015358819e-02,1.049379984590601347e-03,8.900214225053786413e-03
7.244893349707126617e-04,3.077907532098747567e-02,1.149434894323349060e-03,8.153466712683439879e-03
8.043238028351749848e-04,2.944641048088669777e-02,1.086301260417507457e-03,8.843298425728623666e-03
7.674676570587041875e-04,3.015568340892222504e-02,1.072859966798740249e-03,8.860033651841665511e-03
7.197484857850260098e-04,2.859237336864074025e-02,1.032321199186538464e-03,8.447839187855800749e-03
7.738062607434889042e-04,2.871476409531999174e-02,1.195740790512317322e-03,8.607171834745538583e-03
7.736198231577872883e-04,2.961832720018525017e-02,1.040795119479298592e-03,nan
nan,nan,nan,nan
7.681982301755579685e-04,3.141835362960895134e-02,1.064631342887878375e-03,8.963293220092366856e-03
8.637644350528717041e-04,3.114098671025463533e-02,1.120898466652784503e-03,8.961384538966029115e-03
