6.649999999999984368e+00,3.749999999999994671e+00,3.749999999999994671e+00,7.349999999999981881e+00
7.349999999999981881e+00,5.099999999999989875e+00,4.899999999999990585e+00,6.299999999999985612e+00
2.000000000000000888e+00,2.599999999999998757e+00,1.450000000000000622e+00,4.149999999999993250e+00
8.299999999999982947e+00,1.805000000000012150e+01,4.299999999999992717e+00,6.649999999999984368e+00
1.415000000000006608e+01,3.485000000000015774e+01,1.000000000000000711e+01,nan
5.049999999999990052e+00,8.649999999999987921e+00,2.599999999999998757e+00,5.599999999999988098e+00
6.699999999999984190e+00,3.049999999999997158e+00,3.999999999999993783e+00,9.099999999999994316e+00
1.810000000000012221e+01,5.114999999999923119e+01,nan,nan
3.449999999999995737e+00,5.499999999999988454e+00,1.550000000000000711e+00,2.749999999999998224e+00
1.020000000000000995e+01,8.849999999999990763e+00,9.700000000000002842e+00,1.770000000000011653e+01
5.749999999999987566e+00,8.249999999999982236e+00,3.299999999999996270e+00,nan
nan,nan,nan,nan
3.899999999999994138e+00,5.249999999999989342e+00,1.900000000000001021e+00,5.949999999999986855e+00
2.250000000000000000e+00,2.200000000000000178e+00,1.700000000000000844e+00,2.799999999999998046e+00
3.599999999999995204e+00,6.299999999999985612e+00,1.750000000000000888e+00,3.599999999999995204e+00
5.599999999999988098e+00,2.999999999999997335e+00,3.199999999999996625e+00,7.849999999999980105e+00
4.649999999999991473e+00,6.049999999999986500e+00,2.649999999999998579e+00,4.299999999999992717e+00
3.799999999999994493e+00,6.399999999999985256e+00,2.399999999999999467e+00,6.549999999999984723e+00
2.399999999999999467e+00,2.849999999999997868e+00,1.350000000000000533e+00,2.549999999999998934e+00
3.149999999999996803e+00,5.749999999999987566e+00,2.050000000000000711e+00,5.349999999999988987e+00
6.549999999999984723e+00,3.699999999999994849e+00,4.249999999999992895e+00,6.249999999999985789e+00
3.199999999999996625e+00,4.549999999999991829e+00,1.550000000000000711e+00,3.399999999999995914e+00
2.200000000000000178e+00,1.700000000000000844e+00,1.500000000000000666e+00,4.299999999999992717e+00
1.950000000000001066e+00,1.850000000000000977e+00,1.300000000000000488e+00,2.649999999999998579e+00
5.699999999999987743e+00,3.399999999999995914e+00,3.099999999999996980e+00,5.149999999999989697e+00
2.050000000000000711e+00,1.900000000000001021e+00,1.200000000000000400e+00,2.250000000000000000e+00
1.370000000000005969e+01,1.300000000000004974e+01,7.149999999999982592e+00,3.305000000000026006e+01
1.370000000000005969e+01,1.035000000000001208e+01,1.485000000000007603e+01,nan
4.499999999999992006e+00,6.899999999999983480e+00,2.100000000000000533e+00,4.399999999999992362e+00
2.449999999999999289e+00,2.599999999999998757e+00,1.350000000000000533e+00,2.949999999999997513e+00
6.949999999999983302e+00,3.449999999999995737e+00,4.099999999999993427e+00,9.249999999999996447e+00
2.999999999999997335e+00,4.149999999999993250e+00,1.450000000000000622e+00,3.049999999999997158e+00
4.749999999999991118e+00,5.899999999999987033e+00,2.799999999999998046e+00,4.749999999999991118e+00
8.099999999999980105e+00,1.195000000000003482e+01,4.549999999999991829e+00,8.749999999999989342e+00
5.049999999999990052e+00,9.399999999999998579e+00,3.199999999999996625e+00,6.999999999999983125e+00
6.899999999999983480e+00,4.299999999999992717e+00,3.949999999999993960e+00,8.549999999999986500e+00
nan,nan,nan,nan
5.249999999999989342e+00,4.149999999999993250e+00,2.799999999999998046e+00,4.349999999999992539e+00
4.349999999999992539e+00,3.299999999999996270e+00,3.299999999999996270e+00,1.075000000000001776e+01
3.549999999999995381e+00,5.749999999999987566e+00,2.250000000000000000e+00,6.649999999999984368e+00
7.499999999999981348e+00,8.049999999999979394e+00,3.399999999999995914e+00,6.999999999999983125e+00
1.000000000000000711e+01,1.150000000000002842e+01,1.180000000000003268e+01,6.299999999999985612e+00
2.050000000000000711e+00,2.150000000000000355e+00,1.300000000000000488e+00,2.549999999999998934e+00
2.849999999999997868e+00,4.249999999999992895e+00,1.600000000000000755e+00,2.799999999999998046e+00
6.199999999999985967e+00,3.399999999999995914e+00,3.449999999999995737e+00,6.749999999999984013e+00
3.899999999999994138e+00,2.299999999999999822e+00,1.950000000000001066e+00,4.499999999999992006e+00
2.449999999999999289e+00,2.899999999999997691e+00,2.000000000000000888e+00,5.499999999999988454e+00
5.049999999999990052e+00,6.599999999999984546e+00,2.849999999999997868e+00,nan
nan,nan,nan,nan
8.399999999999984368e+00,4.849999999999990763e+00,5.299999999999989164e+00,7.199999999999982414e+00
3.949999999999993960e+00,7.049999999999982947e+00,2.000000000000000888e+00,4.649999999999991473e+00
